"","uniquePairId","Species.1","Species.2","Species.1bl","Species.2bl","cost","lat","lon","tas_breadth","tas_position","pcp_breadth","pcp_position","mtn_mass","water_buffering","dispersal_ability","pair_age","distance","boundary_length","MAT_overlap","realm","landgap"
"Lamprotornis_nitens",672,"Lamprotornis_nitens","Lamprotornis_chalcurus","Lamprotornis nitens","Lamprotornis chalcurus",155122719.375513,-5.039477405,19.303372175,6.9597991928749,295.33571560018,0.0000797971746453241,0.0000367225164041498,0.0111940298507463,0.0248756218905473,23.732737885,3.86,2953212.78010048,919352.654744294,0.763476436049181,"ATAT",FALSE
"Lamprotornis_cupreocauda",433,"Lamprotornis_cupreocauda","Lamprotornis_purpureiceps","Hylopsar cupreocauda","Hylopsar purpureiceps",16942572.9989891,3.99096651,4.604032025,2.54722708020477,296.763989191308,0.000126579076413745,0.000066955299835686,0.0360248447204969,0.522981366459627,27.15311007,4.69,1731907.43059906,583479.635223609,0.991061340501571,"ATAT",FALSE
"Poeoptera_stuhlmanni",180,"Poeoptera_stuhlmanni","Poeoptera_kenricki","Poeoptera stuhlmanni","Poeoptera kenricki",57524139.929194,-2.5989011,34.610576925,4.00001664216208,292.614546533363,0.0000937830552353393,0.0000486428423400737,0.114856429463171,0.0761548064918851,28.766209255,0.01,495575.950868154,419644.376149052,1,"ATAT",FALSE
"Speculipastor_bicolor",322,"Speculipastor_bicolor","Grafisia_torquata","Speculipastor bicolor","Grafisia torquata",120799213.92939,4.223557695,32.84615385,4.15331734486905,296.662622408265,0.0000844625254321889,0.0000418909092276773,0.21026282853567,0,27.332571575,9.73,1330236.34157206,411588.355563134,1,"ATAT",FALSE
"Toxostoma_cinereum",297,"Toxostoma_cinereum","Toxostoma_bendirei","Toxostoma cinereum","Toxostoma bendirei",21705267.32445,29.48157895,-112.98157895,16.1282217796754,292.008211952412,0.0000217483914842331,0.0000127370733409727,0.234649122807018,0.441885964912281,17.91595437,1.29,453969.918592812,349205.385719874,0.928272712866882,"NANA",FALSE
"Melanotis_caerulescens",229,"Melanotis_caerulescens","Melanotis_hypoleucus","Melanotis caerulescens","Melanotis hypoleucus",248161853.437734,17.638257575,-96.35558712,6.32466054213223,293.907781884037,0.0000712404863740915,0.0000381352241617256,0.172043010752688,0.590203106332139,12.77944964,5.53,890176.371557957,365997.914088571,0.997358371846534,"NTNT",FALSE
"Cinclocerthia_ruficauda",17,"Cinclocerthia_ruficauda","Cinclocerthia_gutturalis","Cinclocerthia ruficauda","Cinclocerthia gutturalis",5594316.27297549,13.75,-61.208333335,3.13344306465965,298.789565099054,0.0000351980217686667,0.0000153106701745104,0.0147058823529412,0.841911764705882,17.387626745,1.25,45062.3936864878,101388.80498112,1,"NTNT",TRUE
"Myadestes_melanops",30,"Myadestes_melanops","Myadestes_coloratus","Myadestes melanops","Myadestes coloratus",50878176.4716059,8.875,-80.041666665,0.970481376680663,298.530751290838,0.000144823510227399,0.0000684684352152141,0.158415841584158,0.686881188118812,21.856335725,1.07,340276.656125157,79535.2798735203,1,"NTNT",FALSE
"Myadestes_genibarbis",75,"Myadestes_genibarbis","Myadestes_elisabeth","Myadestes genibarbis","Myadestes elisabeth",45445966.2831322,19.59375,-74.96875,3.72498082615594,299.095235275833,0.0000367231089670643,0.0000261519595166266,0.0152941176470588,0.911764705882353,22.34803017,6.96,229524.553555426,201104.320852373,1,"NTNT",TRUE
"Turdus_albicollis",815,"Turdus_albicollis","Turdus_assimilis","Turdus albicollis","Turdus assimilis",167573727.205556,6.478360165,-77.18321755,4.79423688228327,295.469692704907,0.0000874802647442004,0.0000504186977854184,0.20573566084788,0.492518703241895,22.56070604,4.34,2926211.51577574,1018056.14655664,1,"NTNT",FALSE
"Turdus_nudigenis",394,"Turdus_nudigenis","Turdus_haplochrous","Turdus nudigenis","Turdus haplochrous",69540754.7563674,-5.68087121,-63.184929655,3.58227585928133,297.912202484853,0.0000963408201475222,0.0000469031662928226,0.0099626400996264,0,19.34662814,1.74,2048203.22150389,713221.86279619,0.920278240353411,"NTNT",FALSE
"Turdus_infuscatus",130,"Turdus_infuscatus","Turdus_nigrescens","Turdus infuscatus","Turdus nigrescens",185385060.098513,12.93939394,-87.59090909,3.49180268845105,296.520307523697,0.0000708945572296261,0.0000367609261696934,0.0536585365853659,0.712195121951219,25.712415305,3.93,1091762.77538792,353338.993196365,1,"NTNT",FALSE
"Turdus_unicolor",315,"Turdus_unicolor","Turdus_dissimilis","Turdus unicolor","Turdus dissimilis",341844386.272587,26.47032828,90.052083335,17.988736188923,285.907553771205,0.000135050564350021,0.0000553940889872163,0.572067039106145,0.0905027932960894,28.73010254,2.23,1457671.63163937,623474.971458102,0.89545064153991,"IMIM",FALSE
"Entomodestes_coracinus",138,"Entomodestes_coracinus","Entomodestes_leucotis","Entomodestes coracinus","Entomodestes leucotis",264070983.788185,-3.8703125,-76.3421875,2.37080885970205,290.642485847771,0.000150961321449327,0.00010300900172363,0.228571428571429,0.249689440993789,21.06230096,1.64,1271912.58785772,356738.500700297,0.411030032907209,"NTNT",FALSE
"Sigelus_silens",397,"Sigelus_silens","Empidornis_semipartitus","Melaenornis silens","Melaenornis semipartitus",198280293.109247,-12.552291285,29.506578945,7.26963077638668,293.179432685297,0.0000709627248515404,0.000037740787001384,0.0280487804878049,0,22.678175395,6.02,3118486.55891409,546954.661470285,0.40752700928515,"ATAT",FALSE
"Bradornis_microrhynchus",458,"Bradornis_microrhynchus","Namibornis_herero","Bradornis microrhynchus","Melaenornis herero",258101647.939743,-9.9822995,24.864505015,5.29600541670422,295.947632943211,0.0000577008820142269,0.0000217511466251102,0.0172626387176326,0,17.555163535,3.72,2917410.9614473,494992.192589924,1,"ATAT",FALSE
"Monticola_rupestris",504,"Monticola_rupestris","Monticola_angolensis","Monticola rupestris","Monticola angolensis",78973000.9908257,-20.227030435,27.58449635,7.89796961027275,291.140216958926,0.0000828595121145816,0.000041537651984542,0.0211764705882353,0.0211764705882353,20.03587888,0.9,1349256.0436234,636243.489428172,0.375215014625258,"ATAT",FALSE
"Myrmecocichla_melaena",537,"Myrmecocichla_melaena","Myrmecocichla_arnoti","Myrmecocichla melaena","Myrmecocichla arnotti",503882265.757025,-0.38722973,33.93092342,6.55563783127177,292.74843377696,0.0000921532410940035,0.0000385000873147709,0.139825218476904,0.0249687890137328,14.522584095,3.4,2345856.45591553,627605.928007985,0.98487028113052,"ATAT",FALSE
"Myrmecocichla_aethiops",561,"Myrmecocichla_aethiops","Oenanthe_monticola","Myrmecocichla aethiops","Myrmecocichla monticola",193049991.952656,-5.66279835,17.79267901,9.50213986655655,295.062690214196,0.0000505133318506421,0.0000223600970224755,0.0199252801992528,0.0983810709838107,12.23892769,5.6,3985664.07321937,1154640.14057553,0.696500114821434,"ATAT",FALSE
"Ficedula_timorensis",22,"Ficedula_timorensis","Ficedula_harterti","Ficedula timorensis","Ficedula harterti",59762017.3005078,-9.25,122.416666665,2.45304782617119,299.933971847728,0.000123242943960347,0.0000623171257057087,0.0334987593052109,0.87468982630273,17.92012248,5.69,514099.247502184,126023.432918234,0.573236609368839,"AAAA",TRUE
"Ficedula_crypta",256,"Ficedula_crypta","Monticola_rufocinereus","Ficedula crypta","Monticola rufocinereus",1610284599.47889,8.24827883,82.651462995,3.71529461308138,296.517632524436,0.0000580290297987091,0.0000595440974373103,0.0322981366459627,0.858385093167702,15.415402555,5.62,9333745.82561185,595938.090257349,0.833302950786024,"ATIM",TRUE
"Alethe_choloensis",114,"Alethe_choloensis","Alethe_fuelleborni","Chamaetylas choloensis","Chamaetylas fuelleborni",28664707.2663826,-15.93269231,35.25480769,7.25354224948117,293.605729997771,0.000095142004265846,0.0000423386627875079,0.0203836930455636,0.275779376498801,17.52416323,4.44,124315.644605311,292708.027167457,1,"ATAT",FALSE
"Cossypha_polioptera",265,"Cossypha_polioptera","Sheppardia_sharpei","Sheppardia polioptera","Sheppardia sharpei",92095148.0603999,-6.196544715,32.25203252,4.98668270891897,293.351195253027,0.000104978339905586,0.0000501080610832485,0.100502512562814,0.0150753768844221,16.87292457,6.8,778199.678631427,550717.307184846,1,"ATAT",FALSE
"Sheppardia_gabela",97,"Sheppardia_gabela","Sheppardia_aequatorialis","Sheppardia gabela","Sheppardia aequatorialis",158844386.905373,-5.12142857,22.85,2.9157832295398,295.481350291361,0.000102004456940031,0.0000439455558936355,0.0422360248447205,0,15.064329225,4.57,2190231.6709535,290767.818235294,0.201182473108263,"ATAT",FALSE
"Campylorhynchus_griseus",283,"Campylorhynchus_griseus","Campylorhynchus_chiapensis","Campylorhynchus griseus","Campylorhynchus chiapensis",201733135.411458,12.092857145,-82.45238095,3.66596330927827,297.535233694543,0.000107507733996136,0.0000459647465938717,0.0661764705882353,0.790441176470588,12.31508925,3.43,2415942.92126519,289857.532551328,1,"NTNT",FALSE
"Thryothorus_mystacalis",707,"Thryothorus_mystacalis","Thryothorus_genibarbis","Pheugopedius mystacalis","Pheugopedius genibarbis",228064752.420057,-0.96853443,-69.41834648,3.01230262589092,296.128706994143,0.000120965895127397,0.0000684425943697694,0.0797011207970112,0,10.723234615,7.85,1718260.70429675,930844.420239273,1,"NTNT",FALSE
"Thryothorus_thoracicus",140,"Thryothorus_thoracicus","Thryothorus_leucopogon","Cantorchilus thoracicus","Cantorchilus leucopogon",50589408.5384137,9.14130435,-80.14710145,1.68945618001953,297.670661763098,0.000128282902146861,0.0000760373611776839,0.149198520345253,0.692971639950678,11.05982414,3.55,629239.731030332,255042.212456509,0.749052921096818,"NTNT",FALSE
"Certhia_discolor",210,"Certhia_discolor","Certhia_manipurensis","Certhia discolor","Certhia manipurensis",193870019.8013,25.526888345,93.383415435,14.6611155922885,287.792159244591,0.000183664007861599,0.0000691504909243958,0.618243243243243,0.100225225225225,17.47126927,3.78,376933.661424513,321632.871193153,0.738559543606249,"IMIM",FALSE
"Certhia_tianquanensis",152,"Certhia_tianquanensis","Certhia_nipalensis","Certhia tianquanensis","Certhia nipalensis",74663527.9017377,28.86818182,99.88939394,19.9275897035225,278.116636980079,0.000193903932812009,0.0000821503902194862,0.866886688668867,0,17.96906113,3.54,520843.279040541,198020.177470103,1,"PAPA",FALSE
"Prionochilus_xanthopygius",174,"Prionochilus_xanthopygius","Prionochilus_plateni","Prionochilus xanthopygius","Prionochilus plateni",32550011.7563321,6.220238095,116.11904762,1.37360817212649,298.965054949574,0.0000657123811072105,0.0000806609396121006,0.0523690773067332,0.760598503740648,15.74012862,4.66,564310.868142073,292117.792791385,1,"IMIM",TRUE
"Icterus_chrysater",343,"Icterus_chrysater","Icterus_graduacauda","Icterus chrysater","Icterus graduacauda",64441848.0303781,20.759908365,-93.151603665,7.6429653304065,294.840576968735,0.0000786017343649266,0.0000455644558452758,0.137971698113208,0.612028301886792,18.91973632,1.01,1075427.01634746,471211.677083305,0.831010497197058,"NTNT",FALSE
"Icterus_nigrogularis",430,"Icterus_nigrogularis","Icterus_gularis","Icterus nigrogularis","Icterus gularis",165836085.787278,12.85310345,-77.636551725,5.13883586151488,296.727352297281,0.0000757350810396649,0.0000390986599546691,0.119221411192214,0.720194647201946,19.686941965,1.49,2883079.05237579,851868.248019037,0.879645780528058,"NTNT",FALSE
"Icterus_pectoralis",172,"Icterus_pectoralis","Icterus_graceannae","Icterus pectoralis","Icterus graceannae",202149372.776599,4.821978025,-84.701648355,3.23731265420594,297.038967269657,0.0000957611092718249,0.0000476833722206034,0.05375,0.8675,18.383849875,3.96,1980193.02910559,352877.769892464,0.858370245349043,"NTNT",FALSE
"Macroagelaius_imthurni",70,"Macroagelaius_imthurni","Macroagelaius_subalaris","Macroagelaius imthurni","Macroagelaius subalaris",362368530.469381,5.58888889,-68.25,2.46433996444478,293.265664604481,0.000125079647206901,0.0000630399065035272,0.185,0.12,25.162952525,2.67,1108007.13974171,318913.681793117,1,"NTNT",FALSE
"Agelasticus_xanthophthalmus",511,"Agelasticus_xanthophthalmus","Agelasticus_cyanopus","Agelasticus xanthophthalmus","Agelasticus cyanopus",18325246.1706942,-14.57087542,-64.4016835,5.12758712329782,294.587930283761,0.0000972695124803896,0.0000568791996445428,0.281212121212121,0.0133333333333333,15.72193073,0.24,1195970.32701225,542567.56937846,1,"NTNT",FALSE
"Agelaius_humeralis",78,"Agelaius_humeralis","Agelaius_xanthomus","Agelaius humeralis","Agelaius xanthomus",68735416.6264024,19.75,-72.4,3.75967553798399,298.899134476714,0.0000343010764374236,0.0000249599006759823,0.0153664302600473,0.919621749408983,22.88805955,0.67,1079214.4325761,157465.574983328,1,"NTNT",TRUE
"Quiscalus_nicaraguensis",303,"Quiscalus_nicaraguensis","Quiscalus_lugubris","Quiscalus nicaraguensis","Quiscalus lugubris",58776207.3433871,10.192028985,-78.1,2.2841570144706,298.726900472355,0.0000747984915166307,0.0000326622579199267,0.163591635916359,0.662976629766298,22.638313375,1.4,1825882.28216572,308262.501954745,1,"NTNT",FALSE
"Cacicus_chrysopterus",410,"Cacicus_chrysopterus","Cacicus_sclateri","Cacicus chrysopterus","Cacicus sclateri",131577731.202818,-13.81627155,-66.03035201,5.5829543917948,294.056602342278,0.0000675338786239616,0.0000516339824154131,0.304773561811506,0.0342717258261934,16.62501757,3.64,3225678.92667574,486408.448179099,1,"NTNT",FALSE
"Aimophila_strigiceps",226,"Aimophila_strigiceps","Aimophila_stolzmanni","Rhynchospiza strigiceps","Rhynchospiza stolzmanni",317870404.929335,-14.81592466,-71.261130135,7.08790174867025,294.550632314641,0.00010101979972718,0.0000489815550914934,0.364620938628159,0.297232250300842,11.216841713,6.48,2858476.76090436,260929.109081061,1,"NTNT",FALSE
"Aimophila_sumichrasti",105,"Aimophila_sumichrasti","Aimophila_carpalis","Peucaea sumichrasti","Peucaea carpalis",280146236.873815,21.66666667,-102.229166665,10.9184604166252,295.915245569746,0.0000506396173511304,0.0000267090901781238,0.327146171693735,0.455916473317865,11.3989070125,6.37,1933119.17941217,181361.778094929,1,"NTNA",FALSE
"Pipilo_crissalis",223,"Pipilo_crissalis","Pipilo_aberti","Melozone crissalis","Melozone aberti",42922617.023485,32.1530303,-114.851704545,17.8947891007226,290.370678131677,0.0000319267781531025,0.0000164864618485822,0.258235919234857,0.384697130712009,12.97232897,1.19,321868.059835299,305527.81566862,1,"NANA",FALSE
"Ergaticus_ruber",148,"Ergaticus_ruber","Ergaticus_versicolor","Cardellina rubra","Cardellina versicolor",264116634.060062,16.635714285,-95.235714285,5.92846394100225,293.762746262106,0.0000778561323218764,0.0000407776366145867,0.147482014388489,0.630695443645084,16.695719175,0.75,776361.876455149,285360.434500035,1,"NTNT",FALSE
"Myioborus_cardonai",53,"Myioborus_cardonai","Myioborus_castaneocapilla","Myioborus cardonai","Myioborus castaneocapilla",7854035.94815739,5.642857145,-62.607142855,2.59672142406458,294.31255309058,0.0000874306818650054,0.0000446183869448314,0.0992555831265509,0.24317617866005,15.21101502,1.09,144393.729427857,77593.65035988,1,"NTNT",FALSE
"Basileuterus_belli",186,"Basileuterus_belli","Basileuterus_melanogenys","Basileuterus belli","Basileuterus melanogenys",338888330.000561,12.927884615,-88.125,3.70383434293132,295.770726658697,0.0000844358379723185,0.0000427127533566402,0.0535279805352798,0.709245742092457,14.224328355,2.95,1279232.90394965,386168.600454335,1,"NTNT",FALSE
"Parula_superciliosa",194,"Parula_superciliosa","Parula_gutturalis","Oreothlypis superciliosa","Oreothlypis gutturalis",384447716.008846,13.459039545,-88.790960455,3.96053399738637,295.693693223046,0.0000785047473576804,0.0000392718789712106,0.0569007263922518,0.691283292978208,23.779571125,0.42,1444795.47950637,569289.936531689,1,"NTNT",FALSE
"Cyanerpes_lucidus",487,"Cyanerpes_lucidus","Cyanerpes_nitidus","Cyanerpes lucidus","Cyanerpes nitidus",177916370.569865,3.964139345,-74.959813295,2.51193358625707,297.311552634383,0.0000912566972653334,0.0000553852999138312,0.204968944099379,0.253416149068323,23.26301863,4.15,1951798.86346083,555230.168921917,1,"NTNT",FALSE
"Compsospiza_baeri",40,"Compsospiza_baeri","Compsospiza_garleppi","Poospiza baeri","Poospiza garleppi",172643882.610956,-20.5625,-65.71875,7.31444528721211,281.918762260394,0.000147066570515434,0.0000724109608990881,0.383625730994152,0.141520467836257,10.311602525,0.82,523881.308732561,90721.1548353414,0.789686183018453,"NTNT",FALSE
"Hemispingus_parodii",39,"Hemispingus_parodii","Hemispingus_calophrys","Kleinothraupis parodii","Kleinothraupis calophrys",127086912.367819,-14.125,-70.041666665,4.54188497950521,282.295277488266,0.000176114238856339,0.000113932112085025,0.361313868613139,0.198296836982968,14.26269482,0.18,379654.225985524,144612.583816345,1,"NTNT",FALSE
"Hemispingus_verticalis",129,"Hemispingus_verticalis","Hemispingus_xanthophthalmus","Pseudospingus verticalis","Pseudospingus xanthophthalmus",200677572.732818,-4.163651315,-77.69901316,2.56431237856617,289.317157349133,0.000132889313180497,0.0000768596095966539,0.222222222222222,0.355805243445693,17.95159992,2.97,557062.321144642,302394.467376651,0.860732116864238,"NTNT",FALSE
"Diglossa_albilatera",169,"Diglossa_albilatera","Diglossa_venezuelensis","Diglossa albilatera","Diglossa venezuelensis",747570356.120352,8.216666665,-68.494444445,2.17487147276851,296.619486169311,0.0000777740685438573,0.0000428430407832024,0.16460396039604,0.310643564356436,16.77055568,2.05,994808.711990298,331816.230902388,0.834155091057393,"NTNT",FALSE
"Diglossa_humeralis",132,"Diglossa_humeralis","Diglossa_carbonaria","Diglossa humeralis","Diglossa carbonaria",678771436.189495,-5.48148148,-70.796296295,3.7874837412093,287.323890753775,0.000126710101989292,0.0000715285484777473,0.13,0,16.2910179,0.13,2658874.02431811,451140.153772583,0.0123486238717421,"NTNT",FALSE
"Lanio_leucothorax",170,"Lanio_leucothorax","Lanio_aurantius","Lanio leucothorax","Lanio aurantius",27778126.4898095,15.87212644,-87.28639847,4.12571760893355,297.250939276755,0.0000579291254648715,0.0000351153900130925,0.0479616306954436,0.701438848920863,19.10118269,0.42,651722.060824258,253347.576840812,0.968870378432122,"NTNT",FALSE
"Saltator_albicollis",555,"Saltator_albicollis","Saltator_similis","Saltator albicollis","Saltator similis",133582971.591553,-4.442090395,-58.605225985,5.41099245088905,297.193761493954,0.0000539968978943684,0.0000280261015872229,0.0161290322580645,0,18.02301078,0.29,4097400.26432417,489368.151535209,1,"NTNT",TRUE
"Saltator_atripennis",294,"Saltator_atripennis","Saltator_atriceps","Saltator atripennis","Saltator atriceps",106763076.314122,8.63164251,-81.175362315,3.33659547327008,295.553725800348,0.000117517807386259,0.0000713164499007364,0.121287128712871,0.726485148514851,13.68702042,3.2,1481093.11229438,643495.502913351,0.931960110622434,"NTNT",FALSE
"Mitrospingus_oleagineus",126,"Mitrospingus_oleagineus","Mitrospingus_cassinii","Mitrospingus oleagineus","Mitrospingus cassinii",407607142.1963,6.48275862,-69.57327586,2.04005690285135,295.795761129114,0.000124854322772438,0.0000717774941015114,0.200992555831266,0.184863523573201,15.273785755,5.78,1903389.55497946,266596.251109966,1,"NTNT",FALSE
"Lamprospiza_melanoleuca",541,"Lamprospiza_melanoleuca","Rhodinocichla_rosea","Lamprospiza melanoleuca","Rhodinocichla rosea",48775944.9662336,3.024453235,-67.53050256,2.7951602740794,297.496347564838,0.000104986139070872,0.0000532889541377585,0.150124069478908,0.0161290322580645,15.689502823,9.75,2130390.03882865,862330.701275497,0.971297387223614,"NTNT",FALSE
"Tangara_argyrofenges",158,"Tangara_argyrofenges","Tangara_heinei","Tangara argyrofenges","Tangara heinei",157455859.304811,-1.300641025,-75.724358975,2.92913612545753,291.040447609863,0.000120892921474584,0.0000726325121288929,0.227386934673367,0.208542713567839,24.743702065,0.25,1206593.91889897,426079.060278879,0.474585018063315,"NTNT",FALSE
"Tangara_dowii",19,"Tangara_dowii","Tangara_fucosa","Tangara dowii","Tangara fucosa",190435959.99165,8.4375,-79.5625,0.972267263229098,298.455221233411,0.000159472360778777,0.0000760250123609411,0.177558569667078,0.660912453760789,21.002618155,2.84,531519.97870855,74053.0602432509,1,"NTNT",FALSE
"Tangara_fastuosa",235,"Tangara_fastuosa","Tangara_seledon","Tangara fastuosa","Tangara seledon",16657103.6573018,-13.59294872,-38.28525641,5.45538512346364,294.870124188016,0.0000744024026811727,0.0000444142492709293,0.0678787878787879,0.467878787878788,21.39129155,1.31,1368127.2089137,342067.953371339,0.667123577495448,"NTNT",FALSE
"Iridosornis_porphyrocephalus",111,"Iridosornis_porphyrocephalus","Iridosornis_analis","Iridosornis porphyrocephalus","Iridosornis analis",55624464.3744939,0.45616883,-77.41233766,1.91479933003472,291.817299597075,0.000176045856052649,0.000105898634004196,0.224159402241594,0.344956413449564,17.36263596,2.88,301957.121614129,244988.018501093,0.570811575457166,"NTNT",FALSE
"Iridosornis_reinhardti",119,"Iridosornis_reinhardti","Iridosornis_rufivertex","Iridosornis reinhardti","Iridosornis rufivertex",83156629.6635474,-4.345238095,-78.009920635,2.27428831426906,290.410303213598,0.000127680413411603,0.0000740037064515073,0.217228464419476,0.380774032459426,18.25364322,2.04,449769.662060599,221084.577612561,0.682122106382535,"NTNT",FALSE
"Bangsia_edwardsi",26,"Bangsia_edwardsi","Bangsia_aureocincta","Bangsia edwardsi","Bangsia aureocincta",86350983.7948936,4.025,-76.475,0.830509894866742,295.576319114768,0.000226533856612468,0.000144649777268123,0.201982651796778,0.353159851301115,22.457143815,0.74,240051.22754738,56424.1609059861,1,"NTNT",FALSE
"Gubernatrix_cristata",477,"Gubernatrix_cristata","Tangara_callophrys","Gubernatrix cristata","Tangara callophrys",101875417.045334,-18.875,-66.28661215,8.15967978509796,293.394787338457,0.0000627502300417107,0.0000479615051188814,0.393579072532699,0.14268727705113,20.98405251,1.3,2649909.59756626,629909.107457556,1,"NTNT",FALSE
"Cardinalis_phoeniceus",747,"Cardinalis_phoeniceus","Cardinalis_cardinalis","Cardinalis phoeniceus","Cardinalis cardinalis",162006195.821665,20.633388225,-80.252881845,12.9091397678837,293.464545949074,0.0000291016022699342,0.0000217908736404128,0.0152224824355972,0.859484777517564,14.20270058,3.51,2802984.69581362,905066.729552515,0.770881649300547,"NTNT",FALSE
"Caryothraustes_poliogaster",506,"Caryothraustes_poliogaster","Caryothraustes_canadensis","Caryothraustes poliogaster","Caryothraustes canadensis",92598175.9507546,6.628724565,-72.43214026,3.66353393802402,297.058194732972,0.000084628433961528,0.000047252861337093,0.198511166253102,0.285359801488834,15.345533695,3.87,2918411.95749435,710452.748940648,0.946101054285952,"NTNT",FALSE
"Rhodothraupis_celaeno",288,"Rhodothraupis_celaeno","Periporphyrus_erythromelas","Caryothraustes celaeno","Caryothraustes erythromelas",298030607.87116,11.77785326,-74.657608695,7.2084280364765,293.953888490874,0.0000826518613185444,0.0000453008442328138,0.143558282208589,0.652760736196319,15.226080045,8.17,5528458.05768505,410277.006665191,0.19103413201796,"NTNT",FALSE
"Euplectes_psammocromius",272,"Euplectes_psammocromius","Euplectes_progne","Euplectes psammacromius","Euplectes progne",24469614.4638839,-11.261842105,29.49736842,7.57933372820686,290.937422730905,0.0000951079407778052,0.0000436955557767365,0.0367647058823529,0,16.33707664,0.89,1006989.84329127,557031.678075067,1,"ATAT",FALSE
"Uraeginthus_ianthinogaster",575,"Uraeginthus_ianthinogaster","Uraeginthus_granatinus","Granatina ianthinogaster","Granatina granatina",143474714.517721,-9.98014163,30.760370015,7.1065386280782,294.734259504496,0.0000719380464523957,0.0000295884352383158,0.0612745098039216,0,12.07313064,3.51,2565560.22827694,824721.888864588,0.843808519761991,"ATAT",FALSE
"Lagonosticta_nitidula",647,"Lagonosticta_nitidula","Lagonosticta_rufopicta","Lagonosticta nitidula","Lagonosticta rufopicta",66991916.60432,-1.34661172,26.40514015,5.60748851715947,295.377390016761,0.000108419416169264,0.0000484603642042849,0.0675,0,11.6422384,1.74,1600783.01836201,680983.620392188,1,"ATAT",FALSE
"Zenaida_meloda",584,"Zenaida_meloda","Zenaida_asiatica","Zenaida meloda","Zenaida asiatica",425512771.400669,7.41240786,-82.43227887,7.75114871506854,293.234056631324,0.0000509312149738058,0.0000280958836630071,0.101610904584882,0.769516728624535,34.57641222,3.95,2981681.15241363,918013.813461761,1,"NTNT",FALSE
"Patagioenas_flavirostris",313,"Patagioenas_flavirostris","Patagioenas_oenops","Patagioenas flavirostris","Patagioenas oenops",354726211.439775,5.63983051,-83.88029661,4.53680380147018,294.891078945644,0.0000677368066673889,0.0000390812657948387,0.0781637717121588,0.831265508684863,35.664588755,1.02,2745980.57974462,355057.380774107,1,"NTNT",FALSE
"Metriopelia_ceciliae",216,"Metriopelia_ceciliae","Metriopelia_morenoi","Metriopelia ceciliae","Metriopelia morenoi",117649717.620226,-21.146551725,-67.103448275,6.91631283029274,283.521824831297,0.000113249510338823,0.0000513043610905072,0.408401400233372,0.220536756126021,26.291520045,3.19,709695.429753809,305580.952996118,1,"NTNT",FALSE
"Columbina_squammata",763,"Columbina_squammata","Columbina_inca","Columbina squammata","Columbina inca",289679867.849352,11.111699345,-77.24190696,10.5135649835461,294.258044394462,0.0000720159142779674,0.0000369664368228062,0.155828220858896,0.674846625766871,23.453624355,2.37,5120969.79104718,1724543.52612963,0.877811858356293,"NTNT",FALSE
"Coua_gigas",122,"Coua_gigas","Coua_serriana","Coua gigas","Coua serriana",34202795.1248263,-16.967532465,46.935064935,5.35988030623589,296.557292638947,0.000100428271581675,0.0000415065018271558,0.067065868263473,0.737724550898204,3.90036375,6.09,337706.931692578,237975.296786711,0.902782172489029,"ATAT",FALSE
"Coccyzus_longirostris",51,"Coccyzus_longirostris","Coccyzus_vieilloti","Coccyzus longirostris","Coccyzus vieilloti",13545296.0274682,18.270833335,-68.0625,3.2969405287434,298.852650901522,0.0000294364091793332,0.0000185042484969768,0.0202622169249106,0.936829558998808,13.083544,2.65,252550.213381011,62026.6223875961,1,"NTNT",TRUE
"Phaenicophaeus_javanicus",609,"Phaenicophaeus_javanicus","Phaenicophaeus_leschenaultii","Zanclostomus javanicus","Taccocua leschenaultii",110395102.016872,11.059280305,91.706818185,7.66426962953392,297.916768455979,0.0000976157853290227,0.0000620431728372186,0.0305623471882641,0.926650366748166,11.449385465,17.05,3306511.42552339,1016543.33036781,0.930010337598037,"IMIM",FALSE
"Centropus_unirufus",71,"Centropus_unirufus","Centropus_chlororhynchus","Centropus unirufus","Centropus chlororhynchos",303607666.641086,10.94607843,100.8872549,2.88988548327162,299.527345780011,0.000126362234384095,0.0000734314190902992,0.16953316953317,0.540540540540541,10.8425233435,16.96,4640800.92660723,198454.19538043,0.848752577547158,"IMIM",TRUE
"Centropus_rectunguis",330,"Centropus_rectunguis","Centropus_steerii","Centropus rectunguis","Centropus steerii",91428664.0130216,6.71969697,117.375,1.70781083753345,299.115560064221,0.0000971066852219846,0.0000786483692631428,0.0523038605230386,0.760896637608966,7.5567316255,10.1,1584434.98960992,343589.490590465,1,"IMIM",TRUE
